title,type,genres,imdb_score,tmdb_popularity
Droppin' Cash: Los Angeles,SHOW,['reality'],3.4,1.274
Bygones Be Bygones,MOVIE,['comedy'],6.2,1.827
Loo Loo Kids Johny & Friends Musical Adventure,SHOW,[],,0.917
Finally Found Someone,MOVIE,"['comedy', 'romance']",5.7,4.359
Chris D'Elia: Man on Fire,MOVIE,"['comedy', 'documentation']",6.5,3.004
Baby Ballroom,SHOW,['documentation'],7.7,1.28
The Reservoir Game,MOVIE,['documentation'],6.0,1.569
Pacíficum,MOVIE,['documentation'],6.5,1.119
Aruna & Her Palate,MOVIE,"['drama', 'romance']",7.2,2.302
Rafinha Bastos: Ultimatum,MOVIE,['comedy'],6.5,2.044
Justice: Qalb Al Adala,SHOW,"['drama', 'crime']",5.4,0.6
Meghnadbodh Rohoshyo,MOVIE,['thriller'],6.3,1.923
Mahi NRI,MOVIE,"['drama', 'comedy']",6.0,1.21
Solo el amor,MOVIE,"['drama', 'romance', 'music', 'comedy']",4.8,5.549
Seeking a Man,MOVIE,"['romance', 'comedy', 'drama']",6.3,1.676
El Diesel,MOVIE,"['crime', 'thriller', 'action']",4.5,2.001
Franco Escamilla: Por La Anécdota,MOVIE,['comedy'],6.9,14.563
Memories of Love,SHOW,"['drama', 'romance']",5.7,5.027
A Boy Named Flora A,SHOW,"['drama', 'comedy']",7.9,1.699
The Hollywood Masters,SHOW,['documentation'],7.2,0.6
Fantastica,MOVIE,"['comedy', 'fantasy']",3.6,1.882
Smaller and Smaller Circles,MOVIE,"['crime', 'thriller']",6.7,1.444
"El Especial de Alex Fernández, el Especial",MOVIE,['comedy'],6.7,0.954
Vir Das: Losing It,MOVIE,['comedy'],7.0,2.349
Vanjagar Ulagam,MOVIE,"['thriller', 'action', 'crime', 'drama']",6.1,1.4
Penalty Kick,MOVIE,['comedy'],3.7,5.405
Pulang,MOVIE,"['romance', 'drama', 'action']",6.7,2.151
Brad Paisley's Comedy Rodeo,MOVIE,['comedy'],5.7,1.4
Dance & Sing With True,SHOW,"['family', 'animation']",6.4,0.84
The Could've-Gone-All-the-Way Committee,SHOW,"['comedy', 'drama']",6.8,1.875
Garbage,MOVIE,"['thriller', 'drama']",3.7,1.112
Tracy Morgan: Staying Alive,MOVIE,['comedy'],6.3,2.077
Follow This,SHOW,['documentation'],4.9,0.902
Gurgaon,MOVIE,"['crime', 'thriller']",6.5,2.95
Todo lo que sería Lucas Lauriente,MOVIE,['comedy'],6.7,0.739
#FriendButMarried,MOVIE,"['romance', 'comedy', 'drama']",6.8,1.257
Gun City,MOVIE,"['thriller', 'action', 'crime', 'history', 'european']",6.3,6.61
Todd Barry: Spicy Honey,MOVIE,['comedy'],6.8,2.682
My Travel Buddy,MOVIE,['comedy'],6.1,6.46
Mo Amer: The Vagabond,MOVIE,"['comedy', 'documentation']",7.3,2.374
Puppy Star Christmas,MOVIE,"['family', 'comedy']",3.6,4.446
Noblemen,MOVIE,['drama'],5.6,1.706
Back to Q82,MOVIE,"['scifi', 'action', 'comedy']",6.1,1.144
Ladies First,MOVIE,"['documentation', 'comedy', 'romance']",3.9,5.889
Pretty Man,SHOW,['family'],,3.328
Voulez-vous rire avec moi ce soir?,MOVIE,"['documentation', 'european']",6.8,0.973
Recovery Boys,MOVIE,['documentation'],6.7,5.645
King of Boys,MOVIE,"['drama', 'crime']",5.8,4.754
Little Miss Sumo,MOVIE,['documentation'],,27.973
Late Life: The Chien-Ming Wang Story,MOVIE,"['documentation', 'sport']",7.1,2.624
A 3 Minute Hug,MOVIE,['documentation'],,3.15
Son Of Adam,MOVIE,"['drama', 'thriller']",,1.4
What Did I Mess,MOVIE,"['comedy', 'romance']",7.1,0.749
"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,['comedy'],4.9,1.157
Seven Sundays,MOVIE,"['drama', 'comedy']",7.6,3.214
Pandigai,MOVIE,"['romance', 'action', 'thriller']",6.3,1.211
Brij Mohan Amar Rahe!,MOVIE,"['comedy', 'drama', 'crime']",6.9,1.703
Pahuna: The Little Visitors,MOVIE,['drama'],7.5,2.346
Adhugo,MOVIE,['drama'],5.9,0.925
Luciano Mellera: Infantiloide,MOVIE,"['comedy', 'drama', 'crime']",7.5,2.501
Coco y Raulito: Carrusel de ternura,MOVIE,['comedy'],6.6,0.976
Jindua,MOVIE,"['romance', 'family']",6.3,1.094
A Witches' Ball,MOVIE,"['fantasy', 'comedy', 'family']",5.1,5.151
HiGH&LOW The Movie 3: Final Mission,MOVIE,"['drama', 'action']",7.1,5.265
Eve's Apple,MOVIE,"['documentation', 'european']",5.8,1.65
Ana e Vitória,MOVIE,"['romance', 'comedy', 'music']",6.4,6.488
Frat Star,MOVIE,"['drama', 'comedy']",3.6,4.049
King of Peking,MOVIE,"['drama', 'comedy']",6.4,1.549
Secrets in the Hot Spring,MOVIE,"['horror', 'comedy']",6.0,4.289
Jonaki,MOVIE,"['fantasy', 'drama', 'european']",6.8,0.905
Into the Wind,MOVIE,"['drama', 'european']",4.1,1.278
Agustín Aristarán: Soy Rada,MOVIE,['comedy'],6.2,0.745
Joshua: Teenager vs. Superpower,MOVIE,['documentation'],7.3,3.08
Al-Khawaga's Dilemma,MOVIE,['drama'],,0.946
Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,['comedy'],4.3,1.858
Fary Is the New Black,MOVIE,"['comedy', 'european']",5.8,3.585
Hadithi za Kumekucha: Fatuma,MOVIE,['drama'],7.7,1.4
DTC –Yukemuri Junjo Hen– from HiGH&LOW,MOVIE,"['comedy', 'drama']",7.0,1.833
Alejandro Riaño: Especial de stand up,MOVIE,['comedy'],4.9,1.47
Shiva VS Autobots,MOVIE,[],,0.626
My Ex & Whys,MOVIE,"['romance', 'drama']",6.0,2.605
Night of Knots,MOVIE,['comedy'],5.4,1.4
Bonboné,MOVIE,"['comedy', 'drama']",,0.899
Hedefim Sensin,MOVIE,['comedy'],6.2,2.292
Catching Feelings,MOVIE,"['romance', 'comedy', 'drama']",5.8,2.703
Sei,MOVIE,"['drama', 'romance', 'thriller', 'action', 'crime']",4.2,1.09
Pup Star: World Tour,MOVIE,"['music', 'comedy', 'family']",3.8,4.533
A Man for The Weekend,MOVIE,"['romance', 'comedy']",4.5,1.036
For the Broken Hearted,MOVIE,['drama'],6.7,1.189
ReMastered: Who Killed Jam Master Jay?,MOVIE,"['music', 'documentation']",6.5,1.705
Motu Patlu in Dragon World,MOVIE,"['comedy', 'animation']",,
HiGH&LOW The Movie 2: End of Sky,MOVIE,['action'],7.1,3.198
Thug Life,MOVIE,"['comedy', 'drama']",5.7,2.018
Beat Bugs: All Together Now,MOVIE,['animation'],,2.312
Doob,MOVIE,['drama'],6.1,2.191
Three Words to Forever,MOVIE,"['drama', 'family', 'comedy', 'romance']",6.8,2.04
Table Manners,MOVIE,"['comedy', 'drama']",5.1,0.972
First Love,MOVIE,"['drama', 'romance']",5.9,1.743
Super Monsters Save Halloween,MOVIE,"['animation', 'family']",5.4,2.752
Love You to the Stars and Back,MOVIE,"['drama', 'romance', 'comedy']",7.4,3.14
Na stojáka v kině,MOVIE,['comedy'],5.0,0.615
Motu Patlu: Mission Moon,MOVIE,"['animation', 'comedy']",,
Music Teacher,MOVIE,"['romance', 'drama', 'music']",6.2,1.149
Daniel Sosa: Sosafado,MOVIE,['comedy'],5.4,0.724
B. A. Pass 2,MOVIE,['drama'],2.2,3.448
DreamWorks Home: For the Holidays,MOVIE,"['scifi', 'fantasy', 'animation', 'comedy', 'family']",4.8,5.629
The Royal Hibiscus Hotel,MOVIE,"['comedy', 'romance']",5.4,2.636
Pinky Memsaab,MOVIE,"['drama', 'family']",6.3,0.632
Crossroads: One Two Jaga,MOVIE,"['crime', 'drama']",6.5,0.937
Project Papa,MOVIE,['drama'],6.3,1.433
Alan Saldaña: mi vida de pobre,MOVIE,['comedy'],6.3,0.961
Mama's Boy,MOVIE,['comedy'],6.1,2.255
Shiva: The Secret World Of Vedas City,MOVIE,[],,1.4
Natalia Valdebenito: El especial,MOVIE,['comedy'],5.0,1.031
Dilan 1990,MOVIE,"['drama', 'romance']",7.0,4.878
Love and Shukla,MOVIE,"['romance', 'comedy', 'drama']",7.3,1.695
Mau Nieto: viviendo sobrio… desde el bar,MOVIE,['comedy'],6.7,1.4
Mrs. Miracle Animals: An Squirrel's Princess Bride,MOVIE,"['comedy', 'fantasy', 'animation', 'family']",4.7,1.005
Alexis de Anda: Mea Culpa,MOVIE,['comedy'],4.9,0.728
My Travel Buddy 2,MOVIE,"['family', 'comedy']",5.8,3.506
Ghost Hunting,MOVIE,"['documentation', 'european']",7.1,1.897
Lara and the Beat,MOVIE,"['drama', 'music', 'romance']",5.8,1.796
Carlos Ballarta: furia ñera,MOVIE,['comedy'],7.2,4.29
Marco Luque - We are together,MOVIE,['comedy'],4.3,2.509
Felipe Neto: My Life Makes No Sense,MOVIE,"['comedy', 'documentation']",4.4,1.533
True: Wonderful Wishes,SHOW,['animation'],,1.96
Yoo Byung Jae: Discomfort Zone,MOVIE,['comedy'],,0.819
The Perfect Match,SHOW,"['drama', 'comedy']",,2.723
Blessed Benefit,MOVIE,"['drama', 'comedy', 'european']",6.6,2.286
Salam - The First ****** Nobel Laureate,MOVIE,['documentation'],7.8,1.672
Here to Heart,SHOW,"['drama', 'romance']",7.5,3.082
Catch.er,MOVIE,"['crime', 'drama']",4.5,1.4
Ricardo Quevedo: Hay gente así,MOVIE,['comedy'],6.3,1.258
Shubh Aarambh,MOVIE,"['comedy', 'drama', 'family']",6.7,1.676
A Drowning Man,MOVIE,['drama'],,1.039
Mr. Chandramouli,MOVIE,"['romance', 'comedy', 'sport']",5.1,1.062
Posesif,MOVIE,"['drama', 'comedy', 'romance']",7.4,4.901
Until Midnight,MOVIE,"['thriller', 'drama']",6.9,1.253
"I, Potro",MOVIE,"['comedy', 'sport']",6.2,4.494
Fakkah Fuzz: Almost Banned,MOVIE,['comedy'],4.2,1.806
Arango y Sanint: Ríase el show,MOVIE,['comedy'],4.0,1.218
Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,['comedy'],4.8,1.061
Kartini: Princess of Java,MOVIE,"['drama', 'family', 'history', 'european']",7.6,2.116
Motu Patlu in the City of Gold,MOVIE,[],,2.089
Adel Karam: Live from Beirut,MOVIE,['comedy'],5.3,0.84
Ayana,MOVIE,"['drama', 'documentation']",7.1,0.6
Nathicharami,MOVIE,['drama'],7.1,1.623
Facing Mecca,MOVIE,['drama'],,1.608
True: Magical Friends,SHOW,['animation'],,0.675
Next Enti?,MOVIE,"['comedy', 'drama', 'romance']",4.5,1.344
Hantu Kak Limah,MOVIE,"['horror', 'comedy']",5.6,2.125
Todd Glass: Act Happy,MOVIE,['comedy'],5.1,2.254
Fernando Sanjiao: Hombre,MOVIE,['comedy'],6.3,1.219
Yoo Byung Jae: Too Much Information,MOVIE,['comedy'],5.3,0.6
Mawlana,MOVIE,"['thriller', 'drama']",6.9,1.577
Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,"['animation', 'family', 'comedy', 'fantasy']",5.3,1.648
Potato Potahto,MOVIE,['comedy'],4.1,1.829
Little Singham,SHOW,"['animation', 'action']",3.5,0.6
Harith Iskander: I Told You So,MOVIE,['comedy'],4.6,2.411
Zoé: Panoramas,MOVIE,"['documentation', 'music']",6.8,
La Leyenda del Diamante,MOVIE,"['action', 'fantasy', 'horror', 'western', 'family', 'scifi']",3.3,12.871
Santo cachón,MOVIE,['comedy'],4.7,2.665
Luna Petunia Return to Amazia,SHOW,['animation'],4.8,2.75
Bahasha,MOVIE,['drama'],7.0,
Enissa Amani: Ehrenwort,MOVIE,"['comedy', 'european']",5.5,1.143
The Unknown Hitman: The Story of El Cholo Adrián,SHOW,"['action', 'crime']",6.6,4.376
Puriyaatha Puthir,MOVIE,['thriller'],6.5,1.612
Simplemente Manu NNa,MOVIE,['comedy'],5.4,1.4
Babamın Ceketi,MOVIE,['comedy'],4.9,2.017
Silence Is Welcome,MOVIE,['drama'],5.1,2.331
Life Plan A and B,SHOW,['drama'],7.8,1.332
Grillo vs Grillo,MOVIE,"['comedy', 'european']",5.3,1.123
Neevevaro,MOVIE,"['thriller', 'action', 'drama', 'romance']",6.9,1.677
Sebastián Marcelo Wainraich,MOVIE,['comedy'],6.4,1.03
Baby Mamas,MOVIE,"['comedy', 'drama']",6.6,0.641
The Honeymoon Stand Up Special,SHOW,['comedy'],6.8,1.251
Lovefucked,MOVIE,"['drama', 'romance']",,1.812
Fan of Amoory,MOVIE,['drama'],6.0,
Satria Heroes: Revenge of the Darkness,MOVIE,"['scifi', 'action', 'drama', 'fantasy']",4.4,
Stretch Armstrong: The Breakout,MOVIE,['animation'],,1.18
Hajwala 2: Mysterious Mission,MOVIE,"['action', 'comedy']",3.9,1.533
Spiritual House,SHOW,[],,0.6
Rise: Ini Kalilah,MOVIE,['drama'],5.1,1.715
Echcharikkai,MOVIE,"['thriller', 'horror', 'crime', 'drama']",6.3,1.697
Verses of Love 2,MOVIE,"['drama', 'romance']",5.5,2.821
Kavin Jay : Everybody Calm Down!,MOVIE,"['comedy', 'documentation']",5.9,1.655
Unexpectedly Yours,MOVIE,"['comedy', 'romance']",6.7,2.461
Afronta!,SHOW,['documentation'],7.4,0.6
Lilli,MOVIE,['thriller'],5.7,1.033
Prince of Peoria: A Christmas Moose Miracle,MOVIE,"['comedy', 'family']",,1.842
Highland: Thailand's Marijuana Awakening,SHOW,['documentation'],6.2,0.663
Match,MOVIE,['drama'],4.1,0.6
Komola Rocket,MOVIE,['drama'],7.4,2.181
D.L. Hughley: Contrarian,MOVIE,['comedy'],6.5,2.29
Panoptic,MOVIE,['documentation'],6.3,0.928
Joe Mande's Award-Winning Comedy Special,MOVIE,"['comedy', 'documentation']",6.1,2.079
Deliha 2,MOVIE,['comedy'],4.7,5.949
Fabrizio Copano: solo pienso en mí,MOVIE,['comedy'],5.0,0.808
Jen Kirkman: Just Keep Livin'?,MOVIE,['comedy'],6.8,1.904
Wedy Atkalam,MOVIE,"['comedy', 'drama']",5.7,
Oga Bolaji,MOVIE,['drama'],,1.102
Si Doel the Movie,MOVIE,"['family', 'romance', 'drama', 'comedy']",6.8,1.447
The Umbrella Academy,SHOW,"['comedy', 'drama', 'fantasy', 'scifi', 'action']",8.0,388.952
The Secret of Skinwalker Ranch,SHOW,"['horror', 'reality', 'thriller', 'documentation']",6.0,30.911
Virgin River,SHOW,"['drama', 'romance']",7.4,169.37
The Gentlemen,MOVIE,"['crime', 'action', 'comedy']",7.8,67.919
Demon Slayer: Kimetsu no Yaiba,SHOW,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']",8.7,94.263
"Love, Death & Robots",SHOW,"['scifi', 'animation', 'thriller', 'horror', 'comedy', 'fantasy', 'drama', 'action']",8.4,156.46
In the Dark,SHOW,"['drama', 'comedy', 'action', 'crime', 'horror']",7.5,39.136
Vinland Saga,SHOW,"['animation', 'action', 'drama', 'war', 'history']",8.8,15.663
Tuca & Bertie,SHOW,"['comedy', 'animation']",7.3,18.246
Russian Doll,SHOW,"['comedy', 'drama']",7.8,18.072
Jurassic World: Camp Cretaceous,SHOW,"['action', 'animation', 'scifi', 'family']",7.5,259.059
The Witcher,SHOW,"['scifi', 'action', 'horror', 'drama', 'fantasy']",8.2,101.869
Bridgerton,SHOW,"['drama', 'history', 'romance']",7.3,106.118
Control Z,SHOW,"['drama', 'thriller']",6.9,473.002
After Life,SHOW,"['comedy', 'drama']",8.4,19.931
A Call to Spy,MOVIE,"['crime', 'drama', 'thriller', 'war', 'history']",6.6,11.78
Surviving R. Kelly,SHOW,"['documentation', 'crime', 'music']",7.5,3.97
Are You Afraid of the Dark?,SHOW,"['thriller', 'horror', 'family', 'drama', 'fantasy']",7.0,63.359
The UnXplained,SHOW,['documentation'],7.1,8.132
The Queen's Gambit,SHOW,"['drama', 'sport']",8.6,82.702
"Roswell, New Mexico",SHOW,"['scifi', 'drama', 'romance']",6.1,46.094
Sex Education,SHOW,"['drama', 'comedy']",8.3,273.962
Dead to Me,SHOW,"['thriller', 'crime', 'drama', 'comedy']",8.0,26.155
Capitani,SHOW,"['crime', 'drama', 'thriller']",6.6,28.789
I Think You Should Leave with Tim Robinson,SHOW,['comedy'],7.9,8.873
Formula 1: Drive to Survive,SHOW,"['documentation', 'sport']",8.6,40.781
The Last Dance,SHOW,"['documentation', 'history', 'sport']",9.1,27.702
Locke & Key,SHOW,"['drama', 'thriller', 'scifi', 'horror', 'fantasy']",7.4,48.22
Outer Banks,SHOW,"['thriller', 'action', 'drama', 'romance', 'crime']",7.5,39.319
Emily in Paris,SHOW,"['drama', 'comedy', 'romance']",6.9,42.991
The Rental,MOVIE,"['drama', 'horror', 'thriller']",5.7,53.311
Unbelievable,SHOW,"['drama', 'crime']",8.4,20.378
Kingdom,SHOW,"['action', 'scifi', 'thriller', 'history', 'drama', 'horror']",8.3,42.052
I'm Thinking of Ending Things,MOVIE,"['drama', 'thriller', 'fantasy']",6.6,17.61
The Irishman,MOVIE,"['crime', 'drama', 'history', 'thriller']",7.8,21.075
Blown Away,SHOW,"['reality', 'comedy', 'history', 'documentation']",7.1,23.841
Marianne,SHOW,"['thriller', 'drama', 'horror']",7.4,22.746
Space Force,SHOW,['comedy'],6.7,21.173
Love on the Spectrum,SHOW,"['reality', 'romance', 'documentation']",8.6,5.852
Never Have I Ever,SHOW,"['comedy', 'drama']",7.8,47.843
Extraction,MOVIE,"['crime', 'drama', 'action', 'thriller']",6.7,51.91
The Stranger,SHOW,"['thriller', 'crime', 'drama']",7.3,11.603
My Octopus Teacher,MOVIE,['documentation'],8.1,19.276
Synchronic,MOVIE,"['crime', 'drama', 'horror', 'scifi', 'thriller']",6.2,13.498
The Promised Neverland,SHOW,"['animation', 'thriller', 'scifi', 'action', 'drama', 'horror', 'fantasy']",8.3,42.367
"Yes, God, Yes",MOVIE,"['comedy', 'drama']",6.1,41.666
Dracula,SHOW,"['drama', 'action', 'thriller', 'fantasy', 'horror']",6.8,25.177
The Platform,MOVIE,"['scifi', 'thriller', 'horror', 'european']",7.0,47.725
Enola Holmes,MOVIE,"['crime', 'drama', 'action']",6.6,22.461
The Comey Rule,SHOW,"['war', 'drama']",7.4,9.22
The Old Guard,MOVIE,"['fantasy', 'action', 'thriller']",6.6,20.588
Black Summer,SHOW,"['scifi', 'thriller', 'action', 'drama', 'horror']",6.5,30.795
His House,MOVIE,"['thriller', 'drama', 'horror']",6.5,27.065
Marriage Story,MOVIE,"['drama', 'romance', 'comedy']",7.9,28.268
The Daily Life of the Immortal King,SHOW,"['scifi', 'animation', 'comedy', 'action', 'fantasy']",7.2,121.132
Scary Stories to Tell in the Dark,MOVIE,"['horror', 'thriller']",6.2,36.326
The Devil All the Time,MOVIE,"['crime', 'drama', 'thriller', 'horror']",7.1,22.872
Lunana: A Yak in the Classroom,MOVIE,"['drama', 'family']",7.4,6.869
Fantastic Fungi,MOVIE,['documentation'],7.4,9.263
The King,MOVIE,"['history', 'war', 'drama', 'romance']",7.2,25.987
Alice in Borderland,SHOW,"['action', 'drama', 'scifi', 'thriller', 'fantasy']",7.6,71.018
The Dark Crystal: Age of Resistance,SHOW,"['scifi', 'family', 'animation', 'fantasy', 'horror', 'drama', 'action']",8.4,23.53
When They See Us,SHOW,"['drama', 'crime', 'history']",8.9,20.965
Rambo: Last Blood,MOVIE,"['drama', 'action', 'crime', 'thriller', 'western']",6.1,88.199
The Haunting of Bly Manor,SHOW,"['thriller', 'drama', 'scifi', 'horror']",7.3,29.636
1BR,MOVIE,"['thriller', 'drama', 'horror']",5.8,15.943
Trading Paint,MOVIE,"['drama', 'thriller', 'action', 'sport', 'european']",4.4,8.786
Sweet Magnolias,SHOW,"['drama', 'romance']",7.3,17.137
Sweetheart,MOVIE,"['horror', 'thriller', 'drama', 'fantasy', 'scifi']",5.8,12.174
Summerland,MOVIE,"['romance', 'war', 'drama']",7.0,9.77
Official Secrets,MOVIE,"['drama', 'thriller', 'history', 'crime', 'war', 'romance']",7.3,13.217
Warrior Nun,SHOW,"['action', 'drama', 'scifi', 'fantasy']",6.8,45.891
Pieces of a Woman,MOVIE,['drama'],7.0,10.502
Freaks,MOVIE,"['scifi', 'thriller', 'drama']",6.7,56.909
21 Bridges,MOVIE,"['action', 'drama', 'crime', 'thriller']",6.6,29.285
6 Underground,MOVIE,"['thriller', 'comedy', 'action']",6.1,68.45
Mank,MOVIE,"['comedy', 'drama']",6.8,13.068
I Care a Lot,MOVIE,"['drama', 'thriller', 'comedy', 'crime']",6.3,30.192
Don't F**k with Cats: Hunting an Internet Killer,SHOW,"['documentation', 'crime']",8.0,13.548
The Midnight Gospel,SHOW,"['comedy', 'animation', 'scifi', 'thriller']",,27.366
El Camino: A Breaking Bad Movie,MOVIE,"['crime', 'drama', 'thriller', 'action']",7.3,42.566
Always Be My Maybe,MOVIE,"['romance', 'comedy']",6.8,11.434
The Defeated,SHOW,"['history', 'thriller', 'drama']",7.0,7.002
The Social Dilemma,MOVIE,"['drama', 'documentation']",7.6,20.38
Straight Up,MOVIE,"['comedy', 'romance']",6.8,6.099
The Outpost,MOVIE,"['history', 'action', 'war', 'drama']",6.8,31.294
Disappearance at Clifton Hill,MOVIE,"['thriller', 'drama']",5.4,5.746
The Hateful Eight: Extended Version,SHOW,"['crime', 'thriller', 'western', 'drama']",,1.96
Triple Frontier,MOVIE,"['thriller', 'action', 'crime', 'drama']",6.4,28.54
Eurovision Song Contest: The Story of Fire Saga,MOVIE,"['music', 'comedy']",6.5,10.817
The Family,SHOW,"['documentation', 'sport', 'reality']",6.4,6.904
Into the Night,SHOW,"['scifi', 'drama', 'thriller']",7.1,22.983
The Wandering Earth,MOVIE,"['scifi', 'action', 'drama', 'thriller']",5.9,25.187
The Forgotten Battle,MOVIE,"['drama', 'war', 'history', 'documentation', 'european']",7.1,33.974
Feel Good,SHOW,"['drama', 'comedy', 'romance']",7.5,9.986
After We Collided,MOVIE,"['drama', 'romance']",5.0,236.101
In the Shadow of the Moon,MOVIE,"['scifi', 'crime', 'thriller']",6.2,23.952
Code 8,MOVIE,"['scifi', 'action', 'crime', 'thriller', 'drama']",6.1,18.193
Crash Landing on You,SHOW,['war'],,59.917
Fractured,MOVIE,['thriller'],6.4,35.497
Ragnarok,SHOW,"['thriller', 'action', 'drama', 'fantasy', 'scifi']",7.5,118.364
365 Days,MOVIE,"['romance', 'drama', 'european']",3.3,48.792
Love Is Blind,SHOW,"['reality', 'romance']",6.1,1.4
Young Wallander,SHOW,"['thriller', 'crime', 'drama']",6.9,72.638
Hollywood,SHOW,"['drama', 'history']",7.5,11.855
Our Planet,SHOW,['documentation'],9.3,19.942
The Chef Show,SHOW,['documentation'],8.2,7.305
Big Timber,SHOW,['reality'],6.6,19.64
Raising Dion,SHOW,"['scifi', 'drama']",7.1,33.326
I Am Mother,MOVIE,"['scifi', 'horror', 'drama', 'thriller']",6.7,20.904
Ava,MOVIE,"['thriller', 'crime', 'action', 'drama']",5.4,155.235
The Trial of the Chicago 7,MOVIE,"['drama', 'history', 'thriller']",7.7,15.07
Sweet Home,SHOW,"['drama', 'scifi']",,69.734
The Dirt,MOVIE,"['drama', 'comedy', 'music']",6.9,15.86
Ratched,SHOW,"['drama', 'history', 'thriller', 'crime']",7.2,35.227
Can You Keep a Secret?,MOVIE,"['romance', 'comedy']",5.3,12.579
The Politician,SHOW,"['comedy', 'drama']",7.5,14.713
Murder Mystery,MOVIE,"['comedy', 'crime', 'romance', 'action']",6.0,22.376
Da 5 Bloods,MOVIE,"['war', 'drama']",6.5,16.232
The Midnight Sky,MOVIE,"['drama', 'scifi', 'thriller', 'fantasy']",5.6,22.231
The Cursed,SHOW,"['thriller', 'scifi', 'drama', 'fantasy']",7.1,4.435
Top Boy,SHOW,"['drama', 'crime']",,24.305
Dorohedoro,SHOW,"['scifi', 'action', 'comedy', 'fantasy', 'horror', 'animation']",8.1,23.072
The Society,SHOW,"['drama', 'scifi', 'thriller']",7.0,21.138
Unorthodox,SHOW,['drama'],8.0,15.173
The Twelve,SHOW,"['thriller', 'drama']",7.4,9.883
Barbarians,SHOW,"['drama', 'action', 'history']",7.2,37.819
Wine Country,MOVIE,"['comedy', 'drama']",5.4,11.397
The Movies That Made Us,SHOW,"['documentation', 'family', 'history']",7.6,10.08
The Wrong Missy,MOVIE,"['romance', 'comedy']",5.7,31.686
She,SHOW,"['drama', 'crime']",,11.259
Five Feet Apart,MOVIE,"['romance', 'drama']",7.2,86.377
Brahms: The Boy II,MOVIE,"['thriller', 'horror', 'drama']",4.7,29.249
After,MOVIE,"['drama', 'romance']",5.2,238.494
Cursed,SHOW,"['action', 'scifi', 'fantasy', 'drama']",5.8,30.279
Someone Great,MOVIE,"['romance', 'comedy']",6.1,14.238
Lego Jurassic World: Legend of Isla Nublar,SHOW,"['comedy', 'family', 'scifi', 'animation', 'action']",6.7,13.663
Last Breath,MOVIE,"['documentation', 'european']",7.7,5.855
Living with Yourself,SHOW,"['drama', 'scifi', 'comedy']",7.2,9.447
Giri/Haji,SHOW,"['drama', 'thriller', 'crime']",7.8,14.215
The Two Popes,MOVIE,"['drama', 'comedy', 'history']",7.6,11.465
Rebecca,MOVIE,"['romance', 'drama', 'thriller']",6.0,11.042
